event link,event name,Start Date,Start Time,End Date,End Time,Timezone,Event Description,,,,Price,Event Company Website,Event Company Name,Organizer: People Discription,Twitter,Facebook,Address,City,State,Zipcode,Country,Latitude,Longitude,ID - Check but NA,N/A,N/A
https://www.eventbrite.com/e/thanksgiving-day-parade-brunch-central-park-outdoor-viewing-only-tickets-611153365167,Thanksgiving Day Parade Brunch - Central Park *Outdoor Viewing Only*,11/23/23,8:00,11/23/23,12:00,America/New_York,"Elegant, festive Thanksgiving brunch at Sarabeth's on Central Park just steps from the parade.",529.62 USD, - ,3703.67 USD,529.62 USD - 3703.67 USD,,Uplyft,"With our expertise and experience in the charity and fundraising communities, our team at Uplyft is here to maximize your donations while making the execution of your event seamless.From event product...",,,40 Central Park South,New York,NY,10019,US,40.7653089,-73.9757501,611153365167,"Thanksgiving, Seasonal & Holiday, Party or Social Gathering, Brunch, Party, Luxury, Parade, Manhattan, Holiday, Thanksgiving, Centralpark, Macys, macysthanksgivingparade",en-us
https://www.eventbrite.co.uk/e/safety-and-operational-assurance-evaluation-of-ai-systems-for-smes-tickets-737937720587,Safety and Operational Assurance Evaluation of AI Systems for SMEs,11/23/23,8:30,11/23/23,14:00,Europe/London,Unlock the Power of AI at our Exclusive Workshop for SME Executives! Join us to learn AI fundamentals and AI system reliability.,0.00 GBP, - ,0.00 GBP,0.00 GBP - 0.00 GBP,https://www.d-ready.co.uk,"D-ready, Teesside University and MediprospectsAI",,,,Southfield Road,Middlesbrough,England,TS1 3BX,GB,54.5706753,-1.2352671,737937720587,"High Tech, Science & Technology, Class, Training, or Workshop, Workshop, Ai, Safety, Sme, Artificialintelligence, Assurance, Artificial_intelligence, ai_workshop",en-gb
https://www.eventbrite.co.uk/e/exploring-the-impact-of-ai-on-the-world-of-work-tickets-726666798957,Exploring the Impact of AI on the World of Work,11/23/23,8:30,11/23/23,11:30,Europe/London,AI is upon us whether we like it or not.. AI is going to affect how we do business.  Find out more about AI with Forbes and Dale Carnegie,0.00 GBP, - ,0.00 GBP,0.00 GBP - 0.00 GBP,,Janine Smith,,@bbcolbusiness,,Feilden Street,Blackburn,England,BB2 1LH,GB,53.7473267,-2.488551,726666798957,"Other, Business & Professional, Conference, Ai, Impact, Work, World, Exploring",en-gb
https://www.eventbrite.com/e/entradas-vii-edicion-hotel-innovacion-jornadas-sobre-hotel-innovacion-y-turismo-731253778737,"VII Edición Hotel Innovación. Jornadas sobre Hotel, Innovación y Turismo",11/23/23,8:45,11/23/23,17:30,Europe/Madrid,Las Jornadas más Innovadoras sobre Hoteles y Turismo.,0.00 EUR, - ,30.00 EUR,0.00 EUR - 30.00 EUR,,"Organizado por Hotel Bécquer, Hotel Kivir y Hotel Gran Bilbao",,,,1 Prieto Indalecio Hiribidea,Bilbo,PV,48004,ES,43.2491191,-2.9198241,731253778737,"Other, Conference, Technology, Innovation, Event, Hotel, Tecnologia, Hospitality, Turismo, Innovación, technology_innovation",es-es
https://www.eventbrite.de/e/transferlab-training-methods-and-issues-in-explainable-ai-tickets-727316472147,TransferLab Training: Methods and issues in explainable AI,11/23/23,9:00,11/24/23,17:00,Europe/Berlin,TransferLab Training: Methods and issues in explainable AI,1700.00 EUR, - ,1700.00 EUR,1700.00 EUR - 1700.00 EUR,,appliedAI Institute for Europe gGmbH,**The appliedAI Institute for Europe gGmbH is supported by the KI-Stiftung Heilbronn gGmbH**.,,,,,,,,,,727316472147,"Other, Science & Technology, Class, Training, or Workshop, Artificialintelligence, Machine_learning, Artificial_intelligence",de-de
https://www.eventbrite.ca/e/2023-canadian-open-data-summit-cods23-tickets-663297610007,2023 Canadian Open Data Summit (#CODS23),11/23/23,9:00,11/24/23,17:00,America/Vancouver,"The Summit returns to its BC roots in its 10th year, continuing open data professional development with key themes of AI, DEI & Open Energy!",132.00 CAD, - ,454.00 CAD,132.00 CAD - 454.00 CAD,,Canadian Open Data Society,,,,3800 Finnerty Road #A101E,Victoria,BC,V8P 5C2,CA,48.4647287,-123.3080962,663297610007,"Other, Science & Technology, Conference, Data, Open, Canada, Summit, Opendata, 2023, Artificial_intelligence, professional_development, british_columbia_events, openenergy",en-ca
https://www.eventbrite.co.uk/e/cognitive-orientation-to-daily-occupational-performance-co-op-registration-636168124987,Cognitive Orientation to daily Occupational Performance (CO-OP),11/23/23,9:00,11/24/23,17:00,Europe/London,CO-OP is a rehab approach for adults & children with developmental/neurological  conditions focused on acquisition of real world skills.,450.00 GBP, - ,450.00 GBP,450.00 GBP - 450.00 GBP,http://learning2practice.co.uk,"Anne Corbett, L2P London Ltd",,,,20c Guilford Street,London,England,WC1N 1DZ,GB,51.5235372,-0.1185317,636168124987,"Medical, Health & Wellness, Class, Training, or Workshop, Coop",en-gb
https://www.eventbrite.co.uk/e/spatial-data-science-bootcamp-london-november-2023-tickets-675854999497,Spatial Data Science Bootcamp London - November 2023,11/23/23,9:00,11/23/23,17:30,Europe/London,Join our Spatial Data Science Bootcamp London and improve your spatial skills.,599.00 GBP, - ,599.00 GBP,599.00 GBP - 599.00 GBP,,CARTO,"From smartphones to connected cars, location data is changing the way we live and the way we run businesses. Everything happens somewhere, but visualizing data to see where things are isn’t the same a...",@CARTO,CartoDB,Duke's Road,London,England,WC1H 9PN,GB,51.5270295,-0.1287676,675854999497,"Science & Technology, Conference, Data, Location, Gis, Spatial, Data_science, spatial_data, spatialdatascience",en-gb
https://www.eventbrite.de/e/sdia-green-coding-summit-tickets-726949223697,SDIA Green Coding Summit,11/23/23,9:00,11/24/23,15:30,Europe/Berlin,"(Event in English) Bringing together the Green Software community for a unique two day Summit packed with learning, community, and coding.",0.00 EUR, - ,0.00 EUR,0.00 EUR - 0.00 EUR,https://sdialliance.org,SDIA,"Established in 2019 and based in Hamburg, Germany, the Sustainable Digital Infrastructure Alliance e.V. (SDIA) is a nonprofit network of more than 90 members and partners working to catalyze the trans...",sdialliance,,Gendarmenmarkt 7,Berlin,BE,10117,DE,52.5143933,13.3924143,726949223697,"High Tech, Science & Technology, Conference, Developer, Sustainability, Event, Coding, Green, Digital, Berlin, Summit, coding_bootcamp, developer_training",en-us
https://www.eventbrite.fr/e/billets-masterclass-chatgpt-booster-votre-developpement-dactivite-716792564857,MasterClass : ChatGPT : Booster votre développement d’activité,11/23/23,9:00,11/23/23,12:00,Europe/Paris,Découvrez comment utiliser ChatGPT pour dynamiser votre activité dans cette MasterClass intensive de 3 heures !,0.00 EUR, - ,0.00 EUR,0.00 EUR - 0.00 EUR,,marketing-ai,Marketing AI : Le pouvoir du marketing avec l'intelligence artificielle,,,,,,,,,,716792564857,"Business & Professional, Conference, Marketing, Formation, formation_professionnelle, formation_continue, chatgpt, chatgptonline, chatgpt3, chatgpt_training, chatgpt4, chatgptevent",fr-fr
https://www.eventbrite.com/e/conversational-ai-customer-experience-tickets-652669842067,Conversational AI & Customer Experience,11/23/23,9:00,11/24/23,18:00,Europe/Berlin,Conversational AI & Customer Experience is a 2-day networking event that will invite visionary speakers,532.84 EUR, - ,1065.57 EUR,532.84 EUR - 1065.57 EUR,https://www.altrusiaglobal.com/,Altrusia Global Events,We are a Global event company committed to providing an unparalleled experienceWe organize industry-tailored conferences covering a wide range of topics.,AltrusiaGlobal,altrusiaglobal,Effnerstraße 99,München,BY,81925,DE,48.1598574,11.6202662,652669842067,"High Tech, Science & Technology, Conference, Nlp, Artificialintelligence, Chatbots, Customerexperience, Personalization, Voicebot, Conversationalai",en-us
https://www.eventbrite.co.uk/e/ai-marketing-building-a-cost-effective-team-for-small-businesses-tickets-753748099857,AI & Marketing: Building a cost-effective ‘team’ for small businesses,11/23/23,9:30,11/23/23,11:00,Europe/London,"Open to Chelmsford-based businesses only! Join us at Patch on 23rd November, 9:30am to see how you can leverage AI in your Marketing!",0.00 GBP, - ,0.00 GBP,0.00 GBP - 0.00 GBP,,Better Agency Limited,"Wehelp businessesandbrands growin adigital first world, with ourcommercial thinkingand obsession withdata insight, and ateam full of personality.",,,Springfield Road,Chelmsford,England,CM2 6QR,GB,51.7327691,0.4753188,753748099857,"Sales & Marketing, Business & Professional, Class, Training, or Workshop, Marketing, Ai, Chelmsford",en-gb
https://www.eventbrite.com/e/ai-ethics-and-deployment-resilience-with-tristan-post-tickets-737170576037,AI Ethics and Deployment Resilience with Tristan Post,11/23/23,10:00,11/23/23,12:30,Europe/Berlin,.,0.00 USD, - ,0.00 USD,0.00 USD - 0.00 USD,http://campusfounders.de,Campus Founders,"Wir sind das Innovations- & Entrepreneurship-Zentrum mitten auf dem Bildungscampus in Heilbronn. Mit dem Fokus auf innovative Startups, neuen Methoden, Technologien und Disruption leben wir, was wir f...",WelcomeFounders,CampusFounders-2576697832343103,Im Zukunftspark 7,Heilbronn,BW,74076,DE,49.1549927,9.2075386,737170576037,"Science, Science & Technology, Seminar or Talk, Ai, Resilience, Ethics, Deployment, tristanpost",en-us
https://www.eventbrite.com.au/e/speed-networking-gold-coast-tickets-705750969147,Speed Networking Gold Coast,11/23/23,10:00,11/23/23,12:30,Australia/Brisbane,"Get ready to make connections and boost your business at Speed Networking Gold Coast, where you'll meet like-minded professionals.",0.00 AUD, - ,264.57 AUD,0.00 AUD - 264.57 AUD,,Small Business Expos,Paula BrandCEOSmall Business ExposPhone0475 411 793Emailpaulabrand@smallbusinessexpos.com.auWebwww.smallbusinessexpos.com.au,,events/595150398022831,Pacific Avenue,Miami,QLD,4220,AU,-28.0616692,153.4277992,705750969147,"Startups & Small Business, Business & Professional, Meeting or Networking Event, Business, Social, Networking, Marketing, Community, Sales, Women, Smallbusiness, business_networking, business_professional",en-au
https://www.eventbrite.de/e/kellerkinder-barcamp23-tickets-664612863967,Kellerkinder BARCAMP23,11/23/23,10:00,11/23/23,22:30,Europe/Berlin,"Kribbelnde Impulse, tobende Synapsen: ein ganzer Tag voller spannender Sessions und eine loungige Afterparty erwarten dich in Mannheim!",, - ,, - ,https://www.kellerkinder.de,Kellerkinder Events,"Ein gemeinsames Zuhause, an unterschiedlichen Orten = das digitale Universum. Die Kellerkinder sind Digital Natives, sie lieben Events und feiern die gemeinsame Community. Sie stehen für professionell...",kellerkinderDE,,Glücksteinallee 25,Mannheim,BW,68159,DE,49.4764521,8.4713622,664612863967,"Business & Professional, Party or Social Gathering, Workshop, Party, Community, Ecommerce, Agency, Nerd, Barcamp, Shopware, digital_business, kellerkinder",de-de
https://www.eventbrite.be/e/billets-lintelligence-artificielle-et-lunivers-des-chatbots-741420597967,L'Intelligence Artificielle et l’univers des Chatbots,11/23/23,10:00,11/23/23,12:30,Europe/Brussels,"Chatbots et intelligence artificielle : deux termes devenus incontournables. Rejoignez nous , on vous donne une aperçu de cet univers !",0.00 EUR, - ,0.00 EUR,0.00 EUR - 0.00 EUR,https://www.cetic.be,CETIC Asbl,"Le CETICdéveloppe des expertisesclés dans le secteur numérique telles que le Big Data, le Cloud Computing, l’Internet des Objets, la qualité logicielle et la fiabilité de systèmes informatiques. Ces i...",,cetic.be/,1E Avenue du Général Michel,Charleroi,Région Wallonne,6000,BE,50.4111076,4.4508353,741420597967,"Other, Science & Technology, Conference, Ai, Chatbots, Artificial_intelligence",fr-fr
https://www.eventbrite.co.uk/e/agricultures-ai-revolution-predictive-insights-with-beakbook-tickets-755577250897,Agriculture's AI Revolution: Predictive Insights with Beakbook,11/23/23,10:30,11/23/23,11:30,Europe/London,Beakbook joins forces with Avara Foods to host a fireside chat on the latest AI advancement in agriculture management.,0.00 GBP, - ,0.00 GBP,0.00 GBP - 0.00 GBP,https://www.beakbook.com/,Beakbook,"Based in London, Beakbook is a pioneering AgTech company that focuses on digital transformations in the poultry industry. Explore more onbeakbook.comorLinkedIn.",,,,,,,,,,755577250897,"Other, Science & Technology, Conference, Sustainable, Ai, Farming, Agriculture, Poultry, Agtech, Revolution, Predictive, animal_welfare, beakbook",en-gb
https://www.eventbrite.co.uk/e/ai-in-procurement-tickets-732884205387,AI in Procurement,11/23/23,11:00,11/23/23,12:00,Europe/London,Discover the future of procurement in our webinar! Explore AI's impact on private and public sectors in 2024 and beyond.,0.00 USD, - ,0.00 USD,0.00 USD - 0.00 USD,https://elnevents.com,Executive Leaders Network - IT,"Our specialty is organising B2B events such as summits, conferences, webinars, virtual roundtables, and executive dinners for IT. With more than a decade of expertise, we are familiar with the challen...",ExecutiveLN,ExecutiveLN,,,,,,,,732884205387,"Business & Professional, Seminar or Talk, Tech, Ai, Executive, Webinar, Procurement, Artificial_intelligence, information_technology, executive_leadership, elnevents",en-gb
https://www.eventbrite.ie/e/optimising-ai-conference-tickets-750778447547,Optimising AI Conference,11/23/23,11:00,11/23/23,16:00,Europe/London,Unlock the Full Potential of your AI Infrastructure.,0.00 EUR, - ,0.00 EUR,0.00 EUR - 0.00 EUR,https://www.amax.com/,AMAX,,,,25 Worship Street,London,England,EC2A 2DX,GB,51.5223238,-0.0855425,750778447547,"High Tech, Science & Technology, Conference, Sustainability, Ai, Optimisation, Artificialintelligence, generative_ai, gpu_computing, ai_optimisation, sustainable_computing",en-gb
https://www.eventbrite.co.uk/e/ai-in-procurement-tickets-732734627997,AI in Procurement,11/23/23,11:00,11/23/23,12:00,Europe/London,Discover the future of procurement in our webinar! Explore AI's impact on private and public sectors in 2024 and beyond.,0.00 GBP, - ,0.00 GBP,0.00 GBP - 0.00 GBP,https://elnevents.com,Executive Leaders Network - Procurement,"Our specialty is organising B2B events such as summits, conferences, webinars, virtual roundtables, and executive dinners for procurement. With more than a decade of expertise, we are familiar with th...",ExecutiveLN,ExecutiveLN,,,,,,,,732734627997,"Business & Professional, Conference, Ai, Procurement, Supplychain, Optimization",en-gb
https://www.eventbrite.co.uk/e/ai-in-procurement-tickets-732859491467,AI in Procurement,11/23/23,11:00,11/23/23,12:00,Europe/London,Discover the future of procurement in our webinar! Explore AI's impact on private and public sectors in 2024 and beyond.,0.00 GBP, - ,0.00 GBP,0.00 GBP - 0.00 GBP,https://www.elnevents.com/,Executive Leaders Network - Finance,"Our specialty is organising B2B events such as summits, conferences, webinars, virtual roundtables, and executive dinners, within the Finance industry. With more than a decade of expertise, we are fam...",ExecutiveLN,ExecutiveLN,,,,,,,,732859491467,"Business & Professional, Seminar or Talk, Technology, Event, Ai, Automation, Webinar, Procurement, executiveleadersnetwork, elnevents",en-gb
https://www.eventbrite.es/e/entradas-chatgpt-marketing-combinacion-ganadora-con-salesforce-753275997787,CHATGPT + MARKETING COMBINACIÓN GANADORA CON SALESFORCE,11/23/23,11:00,11/23/23,14:00,Europe/Madrid,Descubre la potencia de la Inteligencia Artificial Generativa aplicada a acciones de marketing en el entorno Salesforce.,0.00 EUR, - ,0.00 EUR,0.00 EUR - 0.00 EUR,https://www.integratecnologia.es,Integra Tecnología,"Somos una consultora tecnológica y estratégica, con una propuesta de valor que abarca seis áreas de servicio clave alrededor de las necesidades del hoy y del mañana de nuestros clientes: Estrategia, T...",,,"Avinguda Diagonal 545, planta 4",Barcelona,MD,8029,ES,41.3901737,2.1365398,753275997787,"Sales & Marketing, Business & Professional, Seminar or Talk, Marketing, Salesforce, Ia, chatgpt",es-es
https://www.eventbrite.co.uk/e/ai-basics-staff-webinar-tickets-739261490017,AI Basics Staff Webinar,11/23/23,12:00,11/23/23,13:30,Europe/London,"Join our online ""AI Basics Staff Webinar"" to learn the essentials around Generative AI tools and their potential impact on HE practice.",0.00 GBP, - ,0.00 GBP,0.00 GBP - 0.00 GBP,,Centre for Teaching Enhancement (CTE) at LondonMet,D﻿TTL is the Directorate of Transformational Teaching and Learning  at London Metropolitan University.,,,,,,,,,,739261490017,"Seminar or Talk, Ai, staff_development, generative_ai, chatgpt, googlebard, ai_literacies",en-gb
https://www.eventbrite.com.mx/e/festival-stop-motion-mx-10a-edicion-tickets-685282236617,Festival Stop Motion Mx 10ª Edición,11/23/23,12:00,11/25/23,15:00,America/Mexico_City,Estamos emocionados de anunciar que este año estaremos celebrando una década de magia cinematográfica en el festival Stop motion MX.,0.00 MXN, - ,4239.60 MXN,0.00 MXN - 4239.60 MXN,https://stopmotionmx.com,Festival Stop Motion Mx,"Anualmente generamos un espacio de vinculación e intercambio de conocimientos y experiencias que logra reunir profesionales, estudiantes y talento emergente especializados en ésta técnica de animación...",StopMotionMx,StopMotionMx,79 Avenida Río Churubusco,Ciudad de México,CMX,4210,MX,19.3554636,-99.138011,685282236617,"Film, Film, Media & Entertainment, Festival or Fair, Animation, Filmfestival, Stopmotion",es-mx
https://www.eventbrite.com/e/the-business-expo-tickets-475693912297,The Business Expo,11/23/23,12:00,11/23/23,16:00,America/Toronto,The Areas largest Business Networking and Educational Event,84.83 CAD, - ,84.83 CAD,84.83 CAD - 84.83 CAD,,Managed Events,S﻿ee you at the Expo!,,,821 Runnymede Road,Toronto,ON,M6N 3V8,CA,43.6697116,-79.4830078,475693912297,"Startups & Small Business, Business & Professional, Tradeshow, Consumer Show, or Expo, Business, Networking, Seminar, Investing, Expo, Tradeshow, business_growth, business_networking, business_coaching, business_professional",en-us
https://www.eventbrite.co.uk/e/dive-deep-into-the-world-of-ai-explore-chatgpt-and-bard-tickets-709426412497,Dive deep into the world of AI - explore ChatGPT and Bard,11/23/23,12:00,11/23/23,13:00,Europe/London,Explore cutting-edge tools like ChatGPT and Bard to supercharge your therapy practice or health/social care business,15.00 GBP, - ,15.00 GBP,15.00 GBP - 15.00 GBP,https://www.virtual-administration.com,Virtual Administration,Virtual Administration is a specialist Virtual PA and Secretarial company providing bespoke support to independent therapists and brain injury case managers in the UK.We support lots of occupational t...,VirtualTracey,,,,,,,,,709426412497,"Other, Health & Wellness, Seminar or Talk, Ai, Physiotherapist, Bard, Artificial_intelligence, occupational_therapist, speech_and_language, adultsocialcare, domiciliarycare, chatgpt",en-gb
https://www.eventbrite.co.uk/e/digital-fashion-x-ai-community-meetup-tickets-715288255427,Digital Fashion x AI Community Meetup,11/23/23,12:30,11/23/23,13:00,Europe/London,Digital Fashion x AI Community Weekly Meetup with Iva Marinova and Prashish B,0.00 GBP, - ,0.00 GBP,0.00 GBP - 0.00 GBP,https://fashionai.pro/,Fashion AI,"Welcome to Fashion AI, the innovative startup revolutionizing the world of fashion and design with the power of Generative Artificial Intelligence. We are here to enable creators like you to turn imag...",,,,,,,,,,715288255427,"Fashion, Fashion & Beauty, Meeting or Networking Event, Community, Meetup, Ai, Digitalfashion",en-gb
https://www.eventbrite.com/e/how-to-grow-your-business-with-video-content-using-ai-tickets-731369635267,How To Grow Your Business with Video Content Using AI,11/23/23,12:30,11/23/23,13:30,America/New_York,How To Grow Your Business with Video Content Using AI,0.00 USD, - ,0.00 USD,0.00 USD - 0.00 USD,http://www.augxlabs.com/,Augie,"Whether you're a marketer aiming to captivate your audience, an educator seeking to create teaching materials, or simply looking to hone your video creation skills, mastering the art of video producti...",augxlabs,111214508124325,Virtual Event Only,Dover,DE,19901,US,39.2081349,-75.4577775,731369635267,"Sales & Marketing, Business & Professional, Class, Training, or Workshop, Social, Marketing, Ai, Video, Socialmedia, Socialevents, aitools",en-us
https://www.eventbrite.ca/e/ip-strategies-for-ai-ocean-companies-tickets-750045575507,IP Strategies for AI Ocean Companies,11/23/23,12:30,11/23/23,14:00,America/Halifax,"Join us to learn about the relationship between IP,  AI and data and how AI inventions can be protected.",0.00 CAD, - ,0.00 CAD,0.00 CAD - 0.00 CAD,,Ocean Startup Project,"Our surrounding waters shape Atlantic Canada and its innovations, as do the pan-Atlantic partners collaborating on this project:GenesisInnovacorpSpringboard AtlanticCreative Destruction Lab AtlanticNe...",,,1209 Marginal Road,Halifax,NS,B3H 4P8,CA,44.6406279,-63.5660711,750045575507,"Startups & Small Business, Business & Professional, Seminar or Talk, Ai, Ip, Strategies, Ocean, Companies",en-ca
https://www.eventbrite.com/e/creating-enterprise-grade-generative-ai-apps-3-mins-tickets-703362986627,Creating Enterprise Grade Generative Ai Apps <3 mins,11/23/23,12:30,11/23/23,13:00,Europe/London,Create Enterprise Grade Generative Ai  Apps in <3 mins from Structured Data like Spreadsheets or Unstructured data like HR Handbooks.,0.00 USD, - ,0.00 USD,0.00 USD - 0.00 USD,https://www.aible.com,AIBLE,,,,,,,,,,,703362986627,"High Tech, Science & Technology, Seminar or Talk, Event, Ai, Enterprise, Artificial_intelligence, 30minute, generative_ai, generativeai, chatgpt",en-gb
https://www.eventbrite.ie/e/chatgpt-unleash-business-potential-with-security-and-privacy-tickets-760275413227,ChatGPT: Unleash Business Potential with Security and Privacy,11/23/23,12:30,11/23/23,14:00,Europe/Dublin,How to use ChatGPT safely in your business,0.00 EUR, - ,0.00 EUR,0.00 EUR - 0.00 EUR,,Regional Development Centre,"Established in 1989 by Dundalk Institute of Technology, the Regional Development Centre is the Institute’s Innovation Support and Technology Transfer organisation. The Centre is the commercially orien...",,,Regional Development Centre Dundalk Institute of Technology,Dundalk,Louth,,IE,53.9842765,-6.3933704,760275413227,"Startups & Small Business, Business & Professional, Seminar or Talk, Business, Ai, Security, Potential, Artificial_intelligence, chatgpt",en-us
https://www.eventbrite.com.au/e/ai-readiness-webinar-series-tickets-746456851537,AI Readiness Webinar Series,11/23/23,13:00,11/23/23,14:00,Australia/Perth,Cannings Purple’s AI Readiness Webinar Series provides targeted guidance and actionable steps on how to improve your generative AI literacy.,249.00 AUD, - ,249.00 AUD,249.00 AUD - 249.00 AUD,http://www.canningspurple.com.au,Cannings Purple,"At Cannings Purple, we start and shape conversations that matter. We are leaders in resources, property, energy, education and agriculture, and have experts across digital strategy, design, crisis man...",CanningsPurple,,,,,,,,,746456851537,"Other, Business & Professional, Seminar or Talk, Workshop, Marketing, Ai, Webinar, Artificial_intelligence, ai_training, ai_workshop, generative_ai, ai_writing, cannings_purple",en-au
https://www.eventbrite.com/e/genai-for-execs-strategies-to-amplify-enterprise-value-tickets-738710181037,GenAI for Execs : Strategies to Amplify Enterprise Value,11/23/23,13:00,11/23/23,17:30,Australia/Melbourne,Masterclass designed for visionary and innovative leaders eager to gain a grasp of generative AI's potential.,1000.00 AUD, - ,1000.00 AUD,1000.00 AUD - 1000.00 AUD,,Mindsparks,,,,Level 14 / 839 Collins Street #level 14,Docklands,VIC,3008,AU,-37.8215567,144.9442704,738710181037,"Other, Business & Professional, Class, Training, or Workshop, Strategy, Ai, Enterprise, Strategies, Execs, corporate_training, generative_ai, genai",en-au
https://www.eventbrite.ch/e/gpt-automation-dominator-tickets-available-on-gpttrainingch-registration-698305840567,GPT Automation Dominator (tickets available  on gpttraining.ch),11/23/23,13:00,11/23/23,18:00,Europe/Zurich,"GPT Automation Intro, GPT Agents (AutoGPT, BabyAGI), Frameworks for Developing LLM-Powered Applications, AI Chatbot SaaS Solutions.",595.00 USD, - ,595.00 USD,595.00 USD - 595.00 USD,https://www.gpttraining.ch/,GPT Training,"Participate in our cutting-edge GPT / AI tool courses in Zurich! Get the best of GPT-4, prompt engineering, AutoGPT, GPT plugins / browser extensions and more – all in one fully packed afternoon.",gpt_training,,131 Sihlquai,Zürich,ZH,8005,CH,47.3847506,8.5336595,698305840567,"High Tech, Science & Technology, Class, Training, or Workshop, Training, Ai, Kurs, Ki, Gpt, chatgpt, gpt4, autogpt, langchain, babyagi",en-us
https://www.eventbrite.co.uk/e/artificial-intelligence-for-not-for-profits-tickets-749152213437,Artificial Intelligence For Not-For-Profits,11/23/23,14:00,11/23/23,15:00,Europe/London,Ian McLintok from Charity Excellence will discuss An Introduction To AI  to not-for-profit organisations in the Black Country.,0.00 GBP, - ,0.00 GBP,0.00 GBP - 0.00 GBP,http://onewalsall.org,One Walsall,"One Walsall brings the voices of the sector together.  We support local not-for-profit organisations such as community groups, charities and social enterprises.Our aim is to support a strong and vibra...",one_walsall,onewalsallsupport,,,,,,,,749152213437,"Charity & Causes, Class, Training, or Workshop, Innovation, Charity, Event, Charities, Artificialintelligence, Charityevent, Notforprofit, charity_event, charity_and_causes, charitynetworking",en-gb
https://www.eventbrite.fr/e/billets-french-tech-day-2023-707673690057,French Tech Day 2023,11/23/23,14:30,11/23/23,22:00,Europe/Paris,L'événement de référence de l’écosystème technologique et innovant à Bordeaux et en Nouvelle-Aquitaine !,0.00 EUR, - ,0.00 EUR,0.00 EUR - 0.00 EUR,https://www.frenchtechbordeaux.com/,La French Tech Bordeaux,"La French Tech Bordeaux est une association à but non lucratif qui vise à fédérer, accélérer et faire rayonner l'écosystème technologique et innovant à Bordeaux et en Nouvelle-Aquitaine.",FrenchTechBdx,FrenchTechBordeaux,17-19 place de la Bourse,Bordeaux,,33000,FR,44.8418776,-0.5706902,707673690057,"Other, Science & Technology, Tradeshow, Consumer Show, or Expo, Networking, Tech, Event, Startup, Inclusion, Impact, Conference, Entrepreneuriat, Frenchtech, 2023",fr-fr
https://www.eventbrite.co.uk/e/6th-intelligent-automation-congress-india-2023-tickets-530691381207,6th Intelligent Automation Congress - India (2023),11/23/23,15:00,11/24/23,20:00,Asia/Kolkata,"Reimagining Intelligent Automation:
Which approaches and technologies can get you outcomes?",50.00 GBP, - ,271.56 GBP,50.00 GBP - 271.56 GBP,https://www.intelligentautomationcongress.org/,Intelligent Automation Congress,"Intelligent Automation Congress was born with the mission to promote and spread the subjects of Intelligent Automation, AI, innovations, and all the topics that will help us to change (and hopefully g...",,,Kelambakkam - Vandalur Rd,Chennai,India,600127,IN,12.8277524,80.1649297,530691381207,"Startups & Small Business, Business & Professional, Convention, Ai, Rpa, Artificial_intelligence, intelligentautomation, intelligent_automation, robotics_and_automation, robotic_process_automatio",en-gb
https://www.eventbrite.com/e/break-the-hype-over-generative-ai-tickets-758552861027,Break the Hype over Generative AI,11/23/23,15:00,11/23/23,18:00,Asia/Singapore,Join us for a generative AI fireside chat and explore the use cases of Gen-AI,0.00 SGD, - ,0.00 SGD,0.00 SGD - 0.00 SGD,https://www.osborneclarke.com/,Osborne Clarke Singapore,"Osborne Clarke is an international legal practice headquartered in London, England, UK with offices in the United Kingdom, Germany, Italy, Belgium, Spain, Sweden, France, the Netherlands, China, India...",,,3 Fraser Street,Singapore,,189352,SG,1.2994768,103.857893,758552861027,"High Tech, Science & Technology, Seminar or Talk, Ai, generative_ai, generativeai",en-gb
https://www.eventbrite.com.au/e/enhancing-workforce-skills-the-role-of-ai-literacy-in-hr-tickets-758468167707,Enhancing Workforce Skills: The Role of AI Literacy in HR,11/23/23,15:00,11/23/23,16:00,Australia/Melbourne,"Explore AI's impact in the workforce with expert insights, interactive case studies and Q&As. Enhance team AI literacy for your team.",0.00 AUD, - ,0.00 AUD,0.00 AUD - 0.00 AUD,,Naked Ambition,,,,,,,,,,,758468167707,"Business & Professional, Conference, Hr, Future, Ai, Together, Navigating",en-au
https://www.eventbrite.de/e/coding-with-chatgpt-4-tickets-752112387397,Coding with ChatGPT #4,11/23/23,15:00,11/23/23,18:00,Europe/Berlin,Learn how you can leverage ChatGPT to become 2-5x more productive at software development.,86.41 EUR, - ,107.72 EUR,86.41 EUR - 107.72 EUR,https://leanercloud.com,Cristian Magherusan-Stanciu,"Hi there,My name is Cristian, and I a Cloud Optimization Specialist.My last job was at Amazon AWS as Specialist Solution Architect for Flexible Compute, mainly covering Spot and Graviton.For a while I...",magheru_san,,,,,,,,,752112387397,"High Tech, Science & Technology, Seminar or Talk, Event, Software, Development, Productivity, Devops, productivity_workshop, chatgpt",en-us
